entity_id,state,last_changed
sensor.ebusd_700_hc2pumpstatus_2,1,2026-01-30T08:18:34.995Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-01-30T10:24:35.016Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-01-30T10:49:46.070Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-01-30T12:30:36.068Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-01-30T13:20:56.226Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-01-30T14:36:35.945Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-01-30T21:44:58.217Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-01-31T05:43:44.221Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-01-31T09:05:20.097Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-01-31T12:26:55.326Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-01-31T13:17:21.135Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-01-31T14:58:11.452Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-01-31T21:41:22.176Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-02-01T06:05:24.279Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-02-01T09:01:44.412Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-02-01T12:23:20.285Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-02-01T12:48:35.347Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-02-01T14:29:20.300Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-02-01T22:28:13.449Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-02-02T04:46:08.710Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-02-02T08:07:43.629Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-02-02T13:10:09.822Z
sensor.ebusd_700_hc2pumpstatus_2,1,2026-02-02T13:35:20.524Z
sensor.ebusd_700_hc2pumpstatus_2,0,2026-02-02T14:25:45.641Z
